@relation Crop_recommendation

@attribute N numeric
@attribute P numeric
@attribute K numeric
@attribute temperature numeric
@attribute humidity numeric
@attribute ph numeric
@attribute rainfall numeric
@attribute label {rice,maize,chickpea,kidneybeans,pigeonpeas,mothbeans,mungbean,blackgram,lentil,pomegranate,banana,mango,grapes,watermelon,muskmelon,apple,orange,papaya,coconut,cotton,jute,coffee}

@data
35,67,49,41.313301,91.15088,6.617067,239.742755,papaya
56,59,55,37.035519,91.794302,6.551893,188.518142,papaya
39,64,53,23.012402,91.073555,6.59886,208.335798,papaya
18,30,29,26.762749,92.860569,6.420019,224.590366,coconut
37,23,28,25.612944,94.313884,5.740055,224.320676,coconut
13,28,33,28.130115,95.648076,5.686973,151.07619,coconut
2,21,35,25.028872,91.537209,6.293662,179.824894,coconut
10,18,35,27.797977,99.64573,6.381975,181.694228,coconut
7,11,32,29.259029,95.112947,5.542169,184.76245,coconut
39,5,31,27.101347,93.699799,5.551963,150.950263,coconut
34,6,27,25.847263,90.926695,5.86074,147.888899,coconut
31,30,29,26.585804,90.986176,5.558807,178.811608,coconut
25,7,35,28.385039,99.188437,5.557712,189.671135,coconut
16,18,26,28.436471,91.813207,5.568366,145.541441,coconut
26,10,33,28.272981,96.936495,6.070718,198.823486,coconut
27,8,32,27.006484,96.461689,5.627861,144.333132,coconut
37,18,30,27.635513,99.348549,6.384884,157.917154,coconut
19,15,34,26.296449,99.658092,5.685889,215.919505,coconut
0,19,33,27.132601,95.23798,6.234458,204.720657,coconut
31,20,26,25.565678,97.613615,6.443169,199.793634,coconut
9,17,32,25.949517,93.405487,5.842318,172.054049,coconut
22,11,29,28.033806,95.016306,5.955743,218.005571,coconut
31,6,26,29.128591,91.309248,5.741367,157.238855,coconut
34,6,30,27.082825,97.001555,5.948343,171.757554,coconut
24,6,32,28.113215,90.017345,6.387068,172.481364,coconut
1,8,26,27.51363,94.189558,5.562912,156.673255,coconut
31,13,33,27.638349,95.487634,5.859719,205.546311,coconut
10,9,28,29.012569,94.010144,6.282955,150.050031,coconut
36,27,26,26.584139,95.789231,6.254496,171.62623,coconut
38,24,33,28.289051,97.003964,5.973853,142.940323,coconut
11,6,25,28.691648,96.652487,6.081568,178.963546,coconut
16,14,30,29.709313,96.304843,6.374668,209.845399,coconut
33,14,35,27.148653,96.663552,6.027707,149.24335,coconut
16,6,29,29.28725,91.956149,5.868285,132.149118,coconut
32,11,31,25.06872,93.314104,6.205932,134.841907,coconut
38,14,30,26.924495,91.20106,5.570745,194.902214,coconut
8,6,33,28.278043,93.647613,6.095261,171.945796,coconut
23,6,33,29.180326,92.730412,6.02579,204.960368,coconut
29,25,35,28.357507,91.645093,5.542874,160.730699,coconut
24,14,33,29.380725,93.275657,6.36622,218.524185,coconut
32,12,30,25.392411,98.089512,5.579845,218.080385,coconut
30,25,31,26.312706,98.62048,5.804965,208.118138,coconut
14,21,35,29.525014,91.911853,6.121006,194.310027,coconut
27,22,29,28.832149,92.171704,6.000249,145.417239,coconut
40,5,29,28.484449,97.768655,5.820979,160.389421,coconut
17,11,32,28.740133,93.396765,5.620734,156.765082,coconut
30,30,35,25.008724,95.59224,6.001936,165.809218,coconut
28,10,30,29.869083,91.147234,6.305741,192.767857,coconut
39,7,29,27.542732,94.590861,6.362544,150.201214,coconut
32,20,35,26.521664,98.382277,5.588655,144.62617,coconut
7,15,32,25.035124,95.8974,6.182233,174.796583,coconut
29,17,29,29.203949,95.669973,5.959493,211.250627,coconut
34,15,34,27.058265,91.105104,5.677283,224.700695,coconut
14,23,25,26.185524,96.966379,5.612123,135.418622,coconut
18,19,29,27.593768,92.485196,6.206078,162.843274,coconut
7,21,35,25.760117,94.658306,5.764812,131.245141,coconut
24,27,34,28.87863,95.113203,6.203377,145.058312,coconut
39,29,29,26.509086,94.484145,6.143663,199.87784,coconut
29,8,28,26.870376,91.725463,6.100429,214.412887,coconut
10,24,27,27.572835,94.904857,5.70841,145.929893,coconut
0,29,32,28.059124,98.367098,5.868256,171.65164,coconut
32,11,31,29.516116,92.564929,6.461226,131.211617,coconut
37,10,32,28.963183,95.163337,6.165085,222.803013,coconut
20,29,27,25.098977,92.360995,6.047044,157.759263,coconut
31,29,35,27.187228,92.199068,6.137103,141.322058,coconut
17,30,27,29.03065,90.790939,5.894027,205.572037,coconut
1,12,30,27.754298,95.946438,5.562224,131.090008,coconut
6,13,29,27.311557,99.96906,5.832608,201.825863,coconut
15,28,32,28.84271,99.643285,6.218572,224.401668,coconut
27,24,29,26.614235,96.973008,6.142011,191.006688,coconut
3,23,30,29.701432,95.657544,6.078807,215.196804,coconut
8,26,26,25.547599,91.641948,5.702485,212.867626,coconut
20,28,26,26.379785,91.49883,5.547595,167.0471,coconut
26,18,27,27.459078,92.907365,5.836075,142.143,coconut
1,6,35,27.022692,95.719354,6.231663,147.168246,coconut
27,30,31,28.985453,90.739668,5.71812,148.839837,coconut
23,7,34,26.105512,91.524212,5.852038,134.127967,coconut
0,26,31,25.070725,95.021568,5.547933,192.903631,coconut
38,6,25,25.549633,96.927868,6.156259,191.299616,coconut
25,12,26,28.569735,95.679067,6.436314,134.837035,coconut
40,5,32,26.070108,96.703622,5.98117,143.533473,coconut
0,19,31,25.517913,94.384206,6.271953,178.729772,coconut
26,9,32,25.949036,94.738605,6.470466,144.157111,coconut
35,30,34,28.297476,95.411228,6.141502,182.448235,coconut
19,30,30,29.565492,91.408963,5.826381,224.831573,coconut
31,13,33,29.699523,95.212244,6.342464,148.300369,coconut
17,29,26,26.141621,93.284153,6.071897,195.411503,coconut
2,30,30,26.001751,94.799984,6.331052,209.540094,coconut
30,13,25,27.151161,91.488895,6.413185,164.918223,coconut
8,15,33,28.973187,98.09861,5.50158,213.901102,coconut
18,12,35,26.139584,96.385808,6.338721,131.338794,coconut
8,28,30,25.516185,94.334654,6.015672,135.127249,coconut
40,22,29,27.558218,99.981876,5.735364,174.625648,coconut
27,10,33,27.811328,97.484106,6.465906,154.062122,coconut
21,20,31,25.600337,99.72401,5.855458,165.824873,coconut
3,9,35,26.916419,99.846716,6.318553,225.632366,coconut
22,16,27,29.17979,90.272143,6.006785,188.925208,coconut
27,8,30,26.446001,98.299378,6.008386,221.225817,coconut
22,8,33,28.435729,95.884041,5.665785,203.928371,coconut
28,27,32,28.940997,93.00109,5.764615,191.772309,coconut
23,21,26,26.454887,93.450426,5.901496,149.222026,coconut
37,5,34,25.794905,93.841506,5.779033,152.423871,coconut
19,26,29,26.931419,98.803136,5.671549,166.571288,coconut
133,47,24,24.402289,79.19732,7.231325,90.802236,cotton
136,36,20,23.095956,84.862757,6.925412,71.295811,cotton
104,47,18,23.965635,76.976967,7.633437,90.756167,cotton
133,47,23,24.887381,75.621372,6.827355,89.760504,cotton
126,38,23,25.362438,83.632761,6.176716,88.436189,cotton
126,50,19,24.694571,81.735888,6.628723,78.584944,cotton
113,41,20,25.001719,80.539658,7.256878,96.32601,cotton
121,45,22,22.459429,81.30681,6.443785,64.230266,cotton
121,47,16,23.60564,79.295731,7.72324,72.498009,cotton
129,60,22,24.584531,79.124042,5.947449,71.946081,cotton
107,45,25,23.086593,83.555461,7.227746,71.840807,cotton
122,59,18,23.500099,83.63489,6.219469,79.813282,cotton
140,38,15,24.147295,75.882986,6.02144,69.915635,cotton
102,49,21,24.693155,84.844225,6.253344,89.799462,cotton
111,40,25,24.484692,84.44932,6.187456,90.943425,cotton
131,35,18,24.491126,82.244158,7.057693,64.029494,cotton
135,43,16,23.479869,81.730491,6.72045,86.762879,cotton
100,46,18,24.185862,76.04204,6.43169,69.080567,cotton
123,39,24,25.007551,78.179521,7.453106,86.064119,cotton
117,56,15,25.992374,77.054355,7.368258,89.118821,cotton
121,36,24,23.664573,81.691051,7.352402,99.368984,cotton
101,58,18,25.668914,81.381033,6.652144,78.595958,cotton
107,42,24,22.046129,84.629783,6.144632,86.007587,cotton
100,41,22,22.420475,84.557947,7.318802,93.465956,cotton
125,39,21,25.031496,82.212766,7.954629,95.019132,cotton
105,60,23,23.533714,77.217056,6.207652,87.540049,cotton
102,46,19,22.770764,82.599331,6.631005,81.495434,cotton
131,49,22,25.498482,79.975158,7.306919,67.059619,cotton
139,35,15,25.248679,83.463015,5.898293,86.555178,cotton
108,36,19,22.782496,77.51235,7.238567,64.614442,cotton
118,45,23,23.370444,77.431989,7.977651,71.678707,cotton
107,51,22,24.865608,78.220808,5.983076,79.568663,cotton
125,60,17,24.143862,84.515913,6.785724,80.36147,cotton
113,37,20,25.033002,79.043687,7.393441,97.10087,cotton
131,52,16,23.657241,84.476015,6.486068,88.544791,cotton
115,48,16,25.543597,84.092298,7.175935,88.942455,cotton
113,38,25,22.000851,79.47271,7.388266,90.422242,cotton
111,41,18,23.643284,78.125867,6.105398,80.961573,cotton
111,53,19,23.96436,78.027631,6.419537,84.631489,cotton
122,48,16,24.654258,75.635071,6.307586,61.829801,cotton
108,46,17,24.3018,84.87669,6.932215,65.024787,cotton
132,41,22,24.291449,81.024534,7.810866,90.416946,cotton
103,42,17,24.294702,84.615276,6.527542,81.059023,cotton
133,50,25,25.7218,81.196662,7.569455,99.931008,cotton
127,37,18,24.876637,76.300504,7.041066,91.922347,cotton
110,39,25,22.606121,77.34264,7.208795,75.136172,cotton
131,38,19,23.86814,75.683397,6.814342,90.454718,cotton
108,38,24,23.410225,76.43837,7.442217,78.821996,cotton
122,40,17,24.964408,81.316776,6.854559,80.039958,cotton
111,50,15,25.168201,80.303518,7.88455,84.62419,cotton
140,40,17,22.727672,77.075981,6.006086,77.551763,cotton
100,40,20,22.45146,76.256749,7.432044,86.849987,cotton
123,50,16,23.049205,75.538352,6.498052,70.656443,cotton
107,36,21,25.292501,75.666533,6.205264,62.641742,cotton
118,50,19,22.956041,82.337337,6.360812,66.483393,cotton
103,51,20,22.802131,84.146684,7.046607,91.638957,cotton
133,57,19,23.542347,75.982033,7.947011,84.125367,cotton
129,47,20,24.412123,80.803438,6.281914,98.604574,cotton
116,52,19,22.942767,75.371706,6.114526,67.080226,cotton
114,40,23,25.536761,81.136687,6.753978,95.42626,cotton
131,60,17,25.320237,81.794759,7.425041,83.465325,cotton
107,43,18,22.426733,81.534808,6.745104,65.544758,cotton
123,44,21,25.785445,75.005393,7.641117,91.395789,cotton
112,49,25,25.689595,77.90621,6.470135,66.194268,cotton
119,44,15,22.145937,82.859755,7.091992,60.653817,cotton
130,59,19,25.072787,82.502579,6.520404,93.510427,cotton
127,53,24,22.21507,76.178519,6.12794,70.405576,cotton
134,52,18,23.964313,76.591759,7.99468,76.130906,cotton
109,36,18,25.400592,76.53238,7.524708,62.513887,cotton
100,48,17,23.780512,83.038788,7.827878,66.265559,cotton
132,52,19,24.164023,76.74339,6.436692,61.946261,cotton
102,37,25,25.314685,77.917571,5.907931,72.829021,cotton
111,39,22,22.603616,80.350905,6.135025,88.573955,cotton
117,51,15,22.953571,78.715558,6.044557,99.753362,cotton
136,36,24,22.74447,80.411985,7.59782,90.073266,cotton
134,56,18,23.808346,83.919026,6.691268,70.973583,cotton
112,54,15,25.462288,81.566419,6.175492,76.885825,cotton
105,56,15,25.967797,81.979043,7.272316,74.14169,cotton
140,45,15,25.530827,80.046628,5.801048,99.395572,cotton
126,46,25,24.438474,81.698017,6.757458,60.796459,cotton
106,49,24,23.038879,76.470398,6.983396,90.647707,cotton
121,53,19,23.513087,76.726214,7.976889,80.112721,cotton
108,60,17,22.758057,76.757684,6.558903,97.766006,cotton
116,56,17,24.712525,77.729311,7.97909,85.249633,cotton
100,52,19,23.459691,82.447775,7.903529,93.501536,cotton
129,43,16,25.55037,77.850556,6.732109,78.584885,cotton
118,44,23,22.084583,82.829041,6.69169,67.064598,cotton
117,43,25,24.688548,78.51207,7.839849,69.311536,cotton
126,37,21,25.849973,84.168552,6.614486,77.034212,cotton
120,48,16,22.460545,75.409892,7.456972,71.854361,cotton
102,45,16,23.6563,77.52426,7.294219,74.898499,cotton
131,56,20,22.008171,81.838961,7.762648,92.236452,cotton
114,40,17,24.326305,80.134564,6.363406,69.450721,cotton
101,37,18,22.92361,82.687385,7.637378,92.919151,cotton
106,46,20,23.438217,78.633888,6.200672,81.150721,cotton
113,38,20,22.10719,78.583201,6.36473,74.941366,cotton
102,53,21,23.03814,76.110215,6.913679,91.496975,cotton
110,39,18,24.547953,75.397527,7.76626,63.880799,cotton
107,58,15,23.73868,75.775038,7.556064,76.636692,cotton
120,60,15,22.318719,83.8613,7.288377,65.35747,cotton
89,47,38,25.52469,72.248508,6.002525,151.886997,jute
60,37,39,26.59105,82.941641,6.033485,161.247,jute
63,41,45,25.297818,86.887054,7.121934,196.624951,jute
86,40,39,25.721009,88.165136,6.20746,175.60867,jute
96,41,40,23.584193,72.004608,6.09006,190.424216,jute
100,35,36,25.310423,72.013644,6.346715,190.557762,jute
63,37,43,23.41799,85.086405,6.661958,185.744673,jute
70,43,40,24.355641,88.80391,6.17686,169.116803,jute
67,55,44,26.284017,75.146402,7.251847,182.268545,jute
74,40,40,25.138428,83.120539,6.38626,169.338847,jute
89,53,44,24.886928,71.917115,7.319735,150.249867,jute
74,46,45,25.757349,88.366685,6.025029,189.426348,jute
89,41,38,23.128444,74.683227,6.344752,199.836291,jute
60,55,40,24.994996,88.956928,7.02778,151.493563,jute
67,43,38,25.216227,70.882596,7.299305,195.864555,jute
70,38,35,24.397362,79.268617,7.014064,164.269701,jute
74,49,38,23.314104,71.450905,7.488014,164.497037,jute
90,40,39,25.726689,81.861716,6.626504,191.964939,jute
82,35,44,26.966564,78.210477,6.239011,169.839118,jute
73,45,37,23.704671,74.637454,6.742688,181.278396,jute
85,53,38,24.900757,73.841864,6.588017,153.899098,jute
81,56,36,23.396057,72.605129,7.097586,174.787641,jute
84,55,38,26.874839,79.787252,6.956683,173.10171,jute
80,45,42,23.14265,74.997398,7.380396,151.903548,jute
76,54,45,24.294966,77.62976,6.176619,184.980052,jute
76,56,39,24.394595,89.891065,6.55113,197.122005,jute
81,40,45,25.762943,80.762382,6.427727,174.507184,jute
76,44,45,25.487968,84.482359,6.740948,168.784889,jute
69,47,40,25.371227,76.240367,6.130136,183.827079,jute
82,40,45,26.213128,81.704764,6.667633,180.123776,jute
69,57,35,24.307486,78.54341,6.186814,186.233757,jute
81,36,38,23.765547,87.983299,6.334838,150.316615,jute
67,60,38,24.79853,78.530371,7.162143,162.284743,jute
72,51,40,23.206835,74.09957,7.422318,199.476678,jute
65,39,45,23.668054,70.890007,6.768001,184.463328,jute
78,50,43,25.124177,85.725306,6.348441,159.571809,jute
77,52,41,23.89069,83.464091,6.097294,167.723063,jute
89,52,42,23.094338,81.451393,6.141329,196.658701,jute
62,49,37,24.217446,82.85284,7.479248,166.136589,jute
90,48,45,24.064757,71.313429,6.509175,153.639021,jute
66,47,36,24.854414,74.440705,6.572561,175.572958,jute
80,52,39,26.419152,76.856912,7.165697,197.210178,jute
89,52,45,24.893263,77.012226,7.207457,196.469984,jute
77,51,44,23.255834,82.701593,7.124334,166.216085,jute
94,37,41,24.763452,87.060711,6.463539,179.163086,jute
75,41,35,24.970426,78.626977,6.856833,166.641525,jute
60,55,36,26.127972,80.491726,7.132389,150.632687,jute
62,56,35,25.978258,81.657696,6.235358,163.348809,jute
84,40,42,26.283057,73.357635,6.704274,186.689828,jute
100,56,40,26.389054,83.312403,7.433313,176.151641,jute
75,56,44,25.274634,73.745958,6.109478,168.043228,jute
78,46,42,23.094996,78.459597,7.095413,155.385153,jute
82,48,36,25.79352,81.76904,6.352077,193.241838,jute
100,58,41,23.174033,87.882553,6.65877,160.621734,jute
88,50,40,25.63215,79.951509,7.051822,182.258228,jute
67,41,40,25.848795,87.816617,7.333143,152.61944,jute
72,42,43,26.567673,80.904245,6.352771,181.291561,jute
89,40,43,26.245321,72.971984,7.12405,189.971118,jute
89,57,43,26.91515,73.198975,6.998787,177.223305,jute
61,41,44,24.369724,82.113198,6.537915,159.921093,jute
79,45,43,25.719013,79.155324,7.171054,187.173542,jute
84,40,43,25.011576,88.331302,7.228268,169.416801,jute
98,43,35,25.407859,76.440486,7.319952,188.637283,jute
75,36,44,23.28081,74.276075,6.613341,153.74474,jute
89,58,35,23.986517,82.090534,6.096839,167.057646,jute
91,41,37,24.485564,83.2063,6.132571,192.231622,jute
77,48,36,25.86705,84.099853,7.360085,154.839085,jute
66,58,35,23.564383,79.462831,7.321619,185.25947,jute
62,59,41,24.224876,74.894654,7.175171,192.493126,jute
82,35,35,25.493868,86.970615,7.299076,176.526827,jute
61,41,35,24.971787,79.475579,6.842966,195.757162,jute
99,57,38,24.80625,82.092817,6.356296,156.361617,jute
70,42,43,23.16815,76.66725,6.508343,157.121505,jute
90,59,35,24.251335,89.864541,7.098228,175.174211,jute
73,43,42,26.58361,78.007748,6.3107,154.823886,jute
67,46,44,26.824892,78.203928,7.093329,153.919981,jute
84,37,42,25.496748,81.134491,6.691074,169.928823,jute
72,41,36,24.098744,80.572268,6.187747,176.860411,jute
71,56,37,23.188667,86.208997,6.491506,176.103677,jute
64,53,38,26.243475,78.510638,6.855363,183.406525,jute
65,54,39,23.750916,71.147826,7.124572,160.088955,jute
60,58,37,26.138715,79.118894,6.067302,171.489253,jute
86,39,43,26.145766,71.236909,6.432052,193.10076,jute
90,50,44,26.916437,73.48656,6.253409,171.471638,jute
91,38,36,26.523297,77.173318,7.287319,157.854856,jute
87,48,38,23.815796,80.940236,7.161866,190.312216,jute
72,41,36,26.508387,86.84264,6.065898,152.98017,jute
71,54,35,26.639525,70.95706,7.311077,199.335574,jute
82,46,41,23.325013,79.796094,6.581694,187.309615,jute
71,52,43,26.475495,73.961646,6.732826,180.25136,jute
80,43,43,23.78756,74.367941,6.014572,172.644265,jute
77,55,43,25.499417,75.999876,6.663559,193.714183,jute
95,57,41,23.249256,73.653468,6.434611,184.767486,jute
63,47,35,26.985822,89.055879,7.432768,193.877871,jute
93,43,38,23.614753,86.142903,6.987333,150.235524,jute
87,44,43,23.874845,86.792613,6.718725,177.514731,jute
88,52,39,23.928879,88.071123,6.880205,154.660874,jute
90,39,37,24.814412,81.686889,6.861069,190.788639,jute
90,39,43,24.447439,82.286484,6.769346,190.968489,jute
84,38,43,26.574217,73.819949,7.261581,159.322307,jute
91,21,26,26.33378,57.3647,7.261314,191.654941,coffee
107,21,26,26.452885,55.322227,7.23507,144.686134,coffee
83,38,35,25.708227,52.886671,7.189156,136.732509,coffee
108,24,31,24.128325,56.181077,6.4319,147.275782,coffee
116,28,34,23.443723,60.395233,6.423211,122.210325,coffee
116,23,25,23.412371,52.269947,6.86972,139.367075,coffee
109,31,27,23.059519,50.406094,6.97384,164.497187,coffee
89,25,34,23.078954,63.658615,7.184802,129.876544,coffee
118,18,32,27.649611,51.11044,6.351824,122.839282,coffee
111,32,34,25.467437,69.351612,6.392048,171.376446,coffee
84,36,28,26.735062,55.551648,6.119892,140.630521,coffee
85,33,25,26.208114,52.50988,6.910824,189.094482,coffee
99,15,27,27.042417,57.279275,6.501157,165.687212,coffee
81,30,31,24.650902,51.939524,7.027586,135.138654,coffee
95,39,29,27.351526,55.99375,7.134114,148.981252,coffee
81,34,30,25.177877,62.262446,6.647766,135.011965,coffee
80,15,28,23.114387,68.00096,6.703271,161.894462,coffee
104,20,26,27.227837,52.952618,7.493192,175.726027,coffee
109,29,28,23.26317,60.516002,6.724689,194.175547,coffee
100,32,26,25.234661,57.531615,6.043486,124.226174,coffee
100,24,28,25.595353,57.729208,7.101661,195.773325,coffee
83,21,28,25.567483,60.492446,7.466901,190.225784,coffee
120,23,28,25.673242,51.290436,6.877799,196.273637,coffee
104,26,30,24.407267,62.656926,6.410993,148.697736,coffee
108,33,31,23.692871,66.760901,7.393826,144.657642,coffee
91,25,26,24.5346,66.997654,7.482414,180.505926,coffee
86,26,27,27.131404,52.893683,6.081173,192.428038,coffee
98,18,27,27.560886,68.492999,6.516312,167.435807,coffee
111,27,31,23.593023,55.27565,6.043331,191.398067,coffee
84,39,35,23.177144,52.13864,6.959404,117.311356,coffee
98,27,27,24.713841,51.291425,7.23811,197.643971,coffee
118,21,34,24.385346,64.725431,7.234258,119.632411,coffee
103,27,31,27.159985,51.591008,6.691541,126.175221,coffee
82,24,33,26.535432,67.096081,6.809594,120.649443,coffee
86,31,35,27.012073,60.766453,6.485761,191.450893,coffee
88,35,35,27.559065,58.457429,6.784461,117.938999,coffee
84,27,29,23.322932,53.003663,7.167093,168.264429,coffee
120,40,33,24.238506,54.303296,6.734105,115.156401,coffee
106,40,30,23.426116,64.106515,6.779984,122.684741,coffee
113,21,33,26.022414,55.83289,7.277423,176.902092,coffee
117,34,25,24.838462,56.768532,7.2127,124.413504,coffee
80,30,25,26.240922,65.643814,7.487267,148.37712,coffee
88,21,27,24.430119,66.024112,7.231167,181.636827,coffee
113,33,34,26.00374,62.14451,6.559817,153.477776,coffee
87,23,28,26.223674,62.265946,6.979591,193.746197,coffee
113,15,29,27.096172,63.553243,6.77923,190.244057,coffee
98,29,30,25.640044,61.032735,6.217974,199.473564,coffee
97,29,27,27.74577,54.369761,7.205079,139.861943,coffee
85,35,32,26.249282,54.286178,6.854011,133.112023,coffee
82,29,35,26.673772,52.242263,6.246872,156.15439,coffee
103,33,25,27.102104,55.749733,6.911066,139.501317,coffee
112,17,28,27.629755,61.260026,6.777418,196.649266,coffee
99,19,33,27.536455,55.516732,6.273742,130.637714,coffee
120,20,34,23.569605,50.563397,6.906125,130.379712,coffee
114,27,28,24.994518,57.932502,7.162802,192.873682,coffee
100,40,35,27.564418,54.410941,6.955787,177.816092,coffee
108,35,25,23.981433,61.109351,6.971963,161.527909,coffee
115,31,30,24.229847,67.377684,6.840928,122.407342,coffee
87,28,30,25.60154,68.66258,6.536677,168.83836,coffee
82,24,26,24.312745,53.572856,6.089444,184.410393,coffee
94,26,27,26.366299,52.257385,7.45646,177.317616,coffee
87,28,35,26.560278,57.162181,6.759212,152.061623,coffee
118,40,35,26.350342,58.506502,7.460175,121.55863,coffee
87,38,29,25.204068,57.883705,6.652643,156.145725,coffee
92,40,30,23.357232,55.187922,6.026287,171.697695,coffee
97,22,26,23.605675,59.688491,6.07419,185.156806,coffee
99,40,32,24.184712,69.948073,7.045543,163.270873,coffee
89,28,33,26.444141,53.838762,6.993236,175.372331,coffee
112,39,29,26.124922,63.374792,6.726529,147.80353,coffee
111,28,26,27.773633,64.478587,6.937353,192.712124,coffee
114,20,26,25.556567,62.670878,7.279057,193.586623,coffee
117,26,30,27.923744,67.969109,7.079851,115.232553,coffee
111,29,31,26.059684,52.310985,6.136287,161.343254,coffee
119,30,28,26.357709,64.57578,6.505204,163.62695,coffee
116,40,33,24.913705,54.153192,7.042089,129.548114,coffee
95,37,35,27.313171,68.423339,6.348338,192.428814,coffee
86,40,33,26.138787,52.263117,7.432322,136.302777,coffee
117,37,32,23.106938,67.062305,6.787659,162.576961,coffee
105,18,35,23.526481,68.440307,6.743417,171.883994,coffee
109,23,25,25.11711,68.480304,7.007332,194.877348,coffee
80,18,31,24.029525,58.848806,7.303033,134.680397,coffee
101,31,26,26.708975,69.711841,6.861235,158.860889,coffee
103,33,33,26.717174,50.501485,7.131436,126.807398,coffee
93,26,27,24.592457,56.468296,7.288212,137.704405,coffee
104,35,28,27.510061,50.666872,6.983732,143.995555,coffee
116,36,25,27.578476,58.525343,6.17209,156.681037,coffee
107,38,29,26.650693,57.566957,6.351182,145.105065,coffee
101,33,33,26.972516,62.018363,6.908671,142.861079,coffee
107,31,31,23.171246,52.978412,6.766184,153.120164,coffee
99,16,30,23.526521,65.443409,6.392792,186.17282,coffee
103,40,30,27.309018,55.196224,6.348316,141.483164,coffee
118,31,34,27.54823,62.881792,6.123796,181.417081,coffee
106,21,35,25.627355,57.041511,7.428524,188.550654,coffee
116,38,34,23.292503,50.04557,6.020947,183.468585,coffee
97,35,26,24.91461,53.741447,6.33461,166.254931,coffee
107,34,32,26.774637,66.413269,6.780064,177.774507,coffee
99,15,27,27.417112,56.636362,6.086922,127.92461,coffee
118,33,30,24.131797,67.225123,6.362608,173.322839,coffee
117,32,34,26.272418,52.127394,6.758793,127.175293,coffee
104,18,30,23.603016,60.396475,6.779833,140.937041,coffee
